instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category
194,2011-01-09,Spring,2011,1,8,0,0,0,Clear/Partly Cloudy,0.1,0.0909,0.49,0.2836,0,10,10,Morning Rush Hour
195,2011-01-09,Spring,2011,1,9,0,0,0,Clear/Partly Cloudy,0.12,0.0758,0.46,0.5224,0,19,19,Morning Rush Hour
196,2011-01-09,Spring,2011,1,10,0,0,0,Clear/Partly Cloudy,0.14,0.1061,0.43,0.3881,0,49,49,Non-Rush Hour
197,2011-01-09,Spring,2011,1,11,0,0,0,Clear/Partly Cloudy,0.16,0.1212,0.4,0.5224,2,47,49,Non-Rush Hour
198,2011-01-09,Spring,2011,1,12,0,0,0,Clear/Partly Cloudy,0.18,0.1364,0.37,0.4478,4,79,83,Non-Rush Hour
199,2011-01-09,Spring,2011,1,13,0,0,0,Clear/Partly Cloudy,0.2,0.1667,0.34,0.4478,6,69,75,Non-Rush Hour
200,2011-01-09,Spring,2011,1,14,0,0,0,Clear/Partly Cloudy,0.22,0.1818,0.32,0.4627,8,64,72,Non-Rush Hour
201,2011-01-09,Spring,2011,1,15,0,0,0,Clear/Partly Cloudy,0.22,0.197,0.35,0.3582,5,77,82,Non-Rush Hour
202,2011-01-09,Spring,2011,1,16,0,0,0,Clear/Partly Cloudy,0.2,0.1667,0.34,0.4478,13,79,92,Evening Rush Hour
203,2011-01-09,Spring,2011,1,17,0,0,0,Clear/Partly Cloudy,0.18,0.1515,0.37,0.3881,3,59,62,Evening Rush Hour
204,2011-01-09,Spring,2011,1,18,0,0,0,Clear/Partly Cloudy,0.16,0.1364,0.4,0.3284,4,44,48,Evening Rush Hour
205,2011-01-09,Spring,2011,1,19,0,0,0,Clear/Partly Cloudy,0.16,0.1364,0.43,0.3284,1,40,41,Evening Rush Hour
206,2011-01-09,Spring,2011,1,20,0,0,0,Clear/Partly Cloudy,0.14,0.1212,0.46,0.2537,0,38,38,Non-Rush Hour
207,2011-01-09,Spring,2011,1,21,0,0,0,Clear/Partly Cloudy,0.14,0.1061,0.46,0.4179,1,19,20,Non-Rush Hour
208,2011-01-09,Spring,2011,1,22,0,0,0,Clear/Partly Cloudy,0.14,0.1212,0.46,0.2985,5,10,15,Non-Rush Hour
209,2011-01-09,Spring,2011,1,23,0,0,0,Clear/Partly Cloudy,0.12,0.1364,0.5,0.194,0,6,6,Non-Rush Hour
210,2011-01-10,Spring,2011,1,0,0,1,1,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2836,2,3,5,Non-Rush Hour
211,2011-01-10,Spring,2011,1,1,0,1,1,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2836,1,0,1,Non-Rush Hour
212,2011-01-10,Spring,2011,1,2,0,1,1,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2239,0,3,3,Non-Rush Hour
213,2011-01-10,Spring,2011,1,3,0,1,1,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2239,0,1,1,Non-Rush Hour
214,2011-01-10,Spring,2011,1,4,0,1,1,Clear/Partly Cloudy,0.1,0.1212,0.54,0.1343,1,2,3,Non-Rush Hour
215,2011-01-10,Spring,2011,1,5,0,1,1,Clear/Partly Cloudy,0.1,0.1061,0.54,0.2537,0,3,3,Non-Rush Hour
216,2011-01-10,Spring,2011,1,6,0,1,1,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2836,0,31,31,Morning Rush Hour
217,2011-01-10,Spring,2011,1,7,0,1,1,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2239,2,75,77,Morning Rush Hour
218,2011-01-10,Spring,2011,1,8,0,1,1,Misty/Cloudy,0.12,0.1212,0.5,0.2836,4,184,188,Morning Rush Hour
219,2011-01-10,Spring,2011,1,9,0,1,1,Misty/Cloudy,0.14,0.1212,0.5,0.2537,2,92,94,Morning Rush Hour
220,2011-01-10,Spring,2011,1,10,0,1,1,Misty/Cloudy,0.14,0.1212,0.5,0.2985,0,31,31,Non-Rush Hour
221,2011-01-10,Spring,2011,1,11,0,1,1,Misty/Cloudy,0.16,0.1364,0.47,0.2836,2,28,30,Non-Rush Hour
222,2011-01-10,Spring,2011,1,12,0,1,1,Misty/Cloudy,0.2,0.1818,0.4,0.2836,5,47,52,Non-Rush Hour
223,2011-01-10,Spring,2011,1,13,0,1,1,Misty/Cloudy,0.2,0.1818,0.4,0.2836,4,50,54,Non-Rush Hour
224,2011-01-10,Spring,2011,1,14,0,1,1,Misty/Cloudy,0.2,0.197,0.4,0.2239,0,47,47,Non-Rush Hour
225,2011-01-10,Spring,2011,1,15,0,1,1,Misty/Cloudy,0.2,0.197,0.4,0.2239,2,43,45,Non-Rush Hour
226,2011-01-10,Spring,2011,1,16,0,1,1,Clear/Partly Cloudy,0.2,0.2121,0.4,0.1343,4,70,74,Evening Rush Hour
227,2011-01-10,Spring,2011,1,17,0,1,1,Clear/Partly Cloudy,0.2,0.2273,0.4,0.1045,4,174,178,Evening Rush Hour
228,2011-01-10,Spring,2011,1,18,0,1,1,Clear/Partly Cloudy,0.2,0.197,0.4,0.2239,1,154,155,Evening Rush Hour
229,2011-01-10,Spring,2011,1,19,0,1,1,Clear/Partly Cloudy,0.16,0.1667,0.47,0.1642,3,92,95,Evening Rush Hour
230,2011-01-10,Spring,2011,1,20,0,1,1,Clear/Partly Cloudy,0.16,0.1667,0.5,0.1642,1,73,74,Non-Rush Hour
231,2011-01-10,Spring,2011,1,21,0,1,1,Clear/Partly Cloudy,0.14,0.1364,0.59,0.194,1,37,38,Non-Rush Hour
232,2011-01-10,Spring,2011,1,22,0,1,1,Clear/Partly Cloudy,0.14,0.1515,0.59,0.1642,2,22,24,Non-Rush Hour
233,2011-01-10,Spring,2011,1,23,0,1,1,Clear/Partly Cloudy,0.14,0.1515,0.59,0.1642,0,18,18,Non-Rush Hour
234,2011-01-11,Spring,2011,1,0,0,2,1,Clear/Partly Cloudy,0.14,0.1667,0.59,0.1045,2,10,12,Non-Rush Hour
235,2011-01-11,Spring,2011,1,1,0,2,1,Clear/Partly Cloudy,0.14,0.1515,0.59,0.1642,0,3,3,Non-Rush Hour
236,2011-01-11,Spring,2011,1,2,0,2,1,Misty/Cloudy,0.16,0.1515,0.55,0.194,0,3,3,Non-Rush Hour
237,2011-01-11,Spring,2011,1,5,0,2,1,Misty/Cloudy,0.16,0.1818,0.55,0.1343,0,6,6,Non-Rush Hour
238,2011-01-11,Spring,2011,1,6,0,2,1,Misty/Cloudy,0.16,0.1818,0.55,0.1343,0,27,27,Morning Rush Hour
239,2011-01-11,Spring,2011,1,7,0,2,1,Misty/Cloudy,0.16,0.2273,0.55,0.0,2,97,99,Morning Rush Hour
240,2011-01-11,Spring,2011,1,8,0,2,1,Misty/Cloudy,0.18,0.2121,0.51,0.0896,3,214,217,Morning Rush Hour
241,2011-01-11,Spring,2011,1,9,0,2,1,Misty/Cloudy,0.18,0.197,0.51,0.1642,3,127,130,Morning Rush Hour
242,2011-01-11,Spring,2011,1,10,0,2,1,Misty/Cloudy,0.2,0.2121,0.51,0.1642,3,51,54,Non-Rush Hour
243,2011-01-11,Spring,2011,1,11,0,2,1,Misty/Cloudy,0.2,0.2121,0.47,0.1343,4,31,35,Non-Rush Hour
244,2011-01-11,Spring,2011,1,12,0,2,1,Misty/Cloudy,0.2,0.2273,0.51,0.1045,2,55,57,Non-Rush Hour
245,2011-01-11,Spring,2011,1,13,0,2,1,Misty/Cloudy,0.2,0.2273,0.59,0.0896,6,46,52,Non-Rush Hour
246,2011-01-11,Spring,2011,1,14,0,2,1,Misty/Cloudy,0.2,0.2273,0.59,0.0896,3,60,63,Non-Rush Hour
247,2011-01-11,Spring,2011,1,15,0,2,1,Misty/Cloudy,0.16,0.197,0.8,0.0896,2,45,47,Non-Rush Hour
248,2011-01-11,Spring,2011,1,16,0,2,1,Misty/Cloudy,0.16,0.1515,0.86,0.2239,4,72,76,Evening Rush Hour
249,2011-01-11,Spring,2011,1,17,0,2,1,Misty/Cloudy,0.16,0.1515,0.86,0.2239,6,130,136,Evening Rush Hour
250,2011-01-11,Spring,2011,1,18,0,2,1,Light Snow/Rain,0.16,0.1818,0.93,0.1045,1,94,95,Evening Rush Hour
251,2011-01-11,Spring,2011,1,19,0,2,1,Light Snow/Rain,0.16,0.2273,0.93,0.0,0,51,51,Evening Rush Hour
252,2011-01-11,Spring,2011,1,20,0,2,1,Light Snow/Rain,0.16,0.1515,0.93,0.194,0,32,32,Non-Rush Hour
253,2011-01-11,Spring,2011,1,21,0,2,1,Light Snow/Rain,0.16,0.197,0.86,0.0896,0,20,20,Non-Rush Hour
254,2011-01-11,Spring,2011,1,22,0,2,1,Light Snow/Rain,0.16,0.1818,0.93,0.1045,1,28,29,Non-Rush Hour
255,2011-01-11,Spring,2011,1,23,0,2,1,Light Snow/Rain,0.16,0.197,0.93,0.0896,1,18,19,Non-Rush Hour
256,2011-01-12,Spring,2011,1,0,0,3,1,Misty/Cloudy,0.16,0.197,0.86,0.0896,0,7,7,Non-Rush Hour
257,2011-01-12,Spring,2011,1,1,0,3,1,Misty/Cloudy,0.16,0.1818,0.86,0.1045,0,6,6,Non-Rush Hour
258,2011-01-12,Spring,2011,1,2,0,3,1,Clear/Partly Cloudy,0.14,0.1515,0.86,0.1343,0,1,1,Non-Rush Hour
259,2011-01-12,Spring,2011,1,5,0,3,1,Clear/Partly Cloudy,0.14,0.1515,0.86,0.1642,0,5,5,Non-Rush Hour
260,2011-01-12,Spring,2011,1,6,0,3,1,Clear/Partly Cloudy,0.12,0.1515,0.93,0.1343,0,16,16,Morning Rush Hour
261,2011-01-12,Spring,2011,1,7,0,3,1,Clear/Partly Cloudy,0.14,0.1515,0.69,0.1343,0,54,54,Morning Rush Hour
262,2011-01-12,Spring,2011,1,8,0,3,1,Clear/Partly Cloudy,0.16,0.1667,0.59,0.1642,3,125,128,Morning Rush Hour
263,2011-01-12,Spring,2011,1,9,0,3,1,Clear/Partly Cloudy,0.16,0.1364,0.59,0.3284,3,78,81,Morning Rush Hour
264,2011-01-12,Spring,2011,1,10,0,3,1,Clear/Partly Cloudy,0.18,0.1818,0.55,0.2239,0,39,39,Non-Rush Hour
265,2011-01-12,Spring,2011,1,11,0,3,1,Clear/Partly Cloudy,0.2,0.1818,0.51,0.3881,3,32,35,Non-Rush Hour
266,2011-01-12,Spring,2011,1,12,0,3,1,Clear/Partly Cloudy,0.2,0.1515,0.47,0.5821,3,52,55,Non-Rush Hour
267,2011-01-12,Spring,2011,1,13,0,3,1,Clear/Partly Cloudy,0.22,0.197,0.44,0.3582,0,49,49,Non-Rush Hour
268,2011-01-12,Spring,2011,1,14,0,3,1,Clear/Partly Cloudy,0.2,0.1818,0.47,0.3284,0,44,44,Non-Rush Hour
269,2011-01-12,Spring,2011,1,15,0,3,1,Clear/Partly Cloudy,0.2,0.1667,0.47,0.4179,1,48,49,Non-Rush Hour
270,2011-01-12,Spring,2011,1,16,0,3,1,Clear/Partly Cloudy,0.22,0.197,0.44,0.3284,5,63,68,Evening Rush Hour
271,2011-01-12,Spring,2011,1,17,0,3,1,Clear/Partly Cloudy,0.2,0.1818,0.47,0.3582,0,139,139,Evening Rush Hour
272,2011-01-12,Spring,2011,1,18,0,3,1,Clear/Partly Cloudy,0.2,0.1515,0.47,0.5224,2,135,137,Evening Rush Hour
273,2011-01-12,Spring,2011,1,19,0,3,1,Clear/Partly Cloudy,0.18,0.1515,0.47,0.4179,1,82,83,Evening Rush Hour
274,2011-01-12,Spring,2011,1,20,0,3,1,Clear/Partly Cloudy,0.16,0.1364,0.5,0.3284,2,54,56,Non-Rush Hour
275,2011-01-12,Spring,2011,1,21,0,3,1,Clear/Partly Cloudy,0.16,0.1364,0.55,0.3284,0,57,57,Non-Rush Hour
276,2011-01-12,Spring,2011,1,22,0,3,1,Clear/Partly Cloudy,0.16,0.1212,0.55,0.4478,1,32,33,Non-Rush Hour
277,2011-01-12,Spring,2011,1,23,0,3,1,Clear/Partly Cloudy,0.14,0.1061,0.59,0.4179,1,19,20,Non-Rush Hour
278,2011-01-13,Spring,2011,1,0,0,4,1,Clear/Partly Cloudy,0.14,0.1212,0.59,0.2836,1,6,7,Non-Rush Hour
279,2011-01-13,Spring,2011,1,1,0,4,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0.2836,0,2,2,Non-Rush Hour
280,2011-01-13,Spring,2011,1,2,0,4,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0.3582,0,2,2,Non-Rush Hour
281,2011-01-13,Spring,2011,1,3,0,4,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0.3284,0,3,3,Non-Rush Hour
282,2011-01-13,Spring,2011,1,4,0,4,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0.2537,0,4,4,Non-Rush Hour
283,2011-01-13,Spring,2011,1,5,0,4,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0.2985,0,3,3,Non-Rush Hour
284,2011-01-13,Spring,2011,1,6,0,4,1,Clear/Partly Cloudy,0.12,0.1515,0.54,0.1343,0,28,28,Morning Rush Hour
285,2011-01-13,Spring,2011,1,7,0,4,1,Clear/Partly Cloudy,0.12,0.1515,0.54,0.1343,0,72,72,Morning Rush Hour
286,2011-01-13,Spring,2011,1,8,0,4,1,Clear/Partly Cloudy,0.14,0.1364,0.5,0.194,5,197,202,Morning Rush Hour
287,2011-01-13,Spring,2011,1,9,0,4,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0.3284,2,137,139,Morning Rush Hour
288,2011-01-13,Spring,2011,1,10,0,4,1,Misty/Cloudy,0.16,0.1364,0.5,0.3582,2,36,38,Non-Rush Hour
289,2011-01-13,Spring,2011,1,11,0,4,1,Misty/Cloudy,0.2,0.1667,0.44,0.4478,4,33,37,Non-Rush Hour
290,2011-01-13,Spring,2011,1,12,0,4,1,Clear/Partly Cloudy,0.2,0.1667,0.44,0.4179,3,49,52,Non-Rush Hour
291,2011-01-13,Spring,2011,1,13,0,4,1,Clear/Partly Cloudy,0.22,0.197,0.41,0.4478,2,81,83,Non-Rush Hour
292,2011-01-13,Spring,2011,1,14,0,4,1,Clear/Partly Cloudy,0.22,0.197,0.41,0.3881,3,39,42,Non-Rush Hour
293,2011-01-13,Spring,2011,1,15,0,4,1,Clear/Partly Cloudy,0.24,0.2121,0.38,0.2985,5,55,60,Non-Rush Hour
294,2011-01-13,Spring,2011,1,16,0,4,1,Clear/Partly Cloudy,0.24,0.2121,0.38,0.3582,2,76,78,Evening Rush Hour
295,2011-01-13,Spring,2011,1,17,0,4,1,Clear/Partly Cloudy,0.2,0.1818,0.4,0.2836,4,158,162,Evening Rush Hour
296,2011-01-13,Spring,2011,1,18,0,4,1,Clear/Partly Cloudy,0.2,0.1818,0.4,0.3284,3,141,144,Evening Rush Hour
297,2011-01-13,Spring,2011,1,19,0,4,1,Clear/Partly Cloudy,0.16,0.1515,0.47,0.2537,1,98,99,Evening Rush Hour
298,2011-01-13,Spring,2011,1,20,0,4,1,Clear/Partly Cloudy,0.16,0.1515,0.47,0.2239,0,64,64,Non-Rush Hour
299,2011-01-13,Spring,2011,1,21,0,4,1,Clear/Partly Cloudy,0.14,0.1212,0.46,0.2985,0,40,40,Non-Rush Hour
300,2011-01-13,Spring,2011,1,22,0,4,1,Clear/Partly Cloudy,0.14,0.1212,0.46,0.3284,0,30,30,Non-Rush Hour
301,2011-01-13,Spring,2011,1,23,0,4,1,Clear/Partly Cloudy,0.12,0.1364,0.5,0.194,1,14,15,Non-Rush Hour
302,2011-01-14,Spring,2011,1,0,0,5,1,Clear/Partly Cloudy,0.12,0.1364,0.5,0.194,0,14,14,Non-Rush Hour
303,2011-01-14,Spring,2011,1,1,0,5,1,Clear/Partly Cloudy,0.1,0.1212,0.54,0.1642,0,5,5,Non-Rush Hour
304,2011-01-14,Spring,2011,1,2,0,5,1,Clear/Partly Cloudy,0.1,0.1212,0.54,0.1343,0,1,1,Non-Rush Hour
305,2011-01-14,Spring,2011,1,3,0,5,1,Clear/Partly Cloudy,0.1,0.1364,0.54,0.1045,0,1,1,Non-Rush Hour
306,2011-01-14,Spring,2011,1,5,0,5,1,Clear/Partly Cloudy,0.1,0.1364,0.54,0.0896,0,8,8,Non-Rush Hour
307,2011-01-14,Spring,2011,1,6,0,5,1,Clear/Partly Cloudy,0.1,0.1818,0.54,0.0,0,17,17,Morning Rush Hour
308,2011-01-14,Spring,2011,1,7,0,5,1,Clear/Partly Cloudy,0.1,0.1212,0.74,0.1642,0,70,70,Morning Rush Hour
309,2011-01-14,Spring,2011,1,8,0,5,1,Clear/Partly Cloudy,0.12,0.1667,0.68,0.0,2,156,158,Morning Rush Hour
310,2011-01-14,Spring,2011,1,9,0,5,1,Clear/Partly Cloudy,0.14,0.1515,0.69,0.1343,0,117,117,Morning Rush Hour
311,2011-01-14,Spring,2011,1,10,0,5,1,Clear/Partly Cloudy,0.18,0.1818,0.55,0.194,4,40,44,Non-Rush Hour
312,2011-01-14,Spring,2011,1,11,0,5,1,Clear/Partly Cloudy,0.18,0.1667,0.51,0.2836,6,47,53,Non-Rush Hour
313,2011-01-14,Spring,2011,1,12,0,5,1,Clear/Partly Cloudy,0.2,0.197,0.44,0.2537,2,59,61,Non-Rush Hour
314,2011-01-14,Spring,2011,1,13,0,5,1,Clear/Partly Cloudy,0.22,0.197,0.37,0.3881,4,73,77,Non-Rush Hour
315,2011-01-14,Spring,2011,1,14,0,5,1,Clear/Partly Cloudy,0.22,0.2121,0.41,0.2836,5,59,64,Non-Rush Hour
316,2011-01-14,Spring,2011,1,15,0,5,1,Clear/Partly Cloudy,0.24,0.2424,0.38,0.1642,9,59,68,Non-Rush Hour
317,2011-01-14,Spring,2011,1,16,0,5,1,Clear/Partly Cloudy,0.22,0.2424,0.41,0.1045,3,87,90,Evening Rush Hour
318,2011-01-14,Spring,2011,1,17,0,5,1,Clear/Partly Cloudy,0.22,0.2273,0.41,0.1642,4,155,159,Evening Rush Hour
319,2011-01-14,Spring,2011,1,18,0,5,1,Clear/Partly Cloudy,0.2,0.2576,0.47,0.0,5,134,139,Evening Rush Hour
320,2011-01-14,Spring,2011,1,19,0,5,1,Clear/Partly Cloudy,0.16,0.197,0.59,0.0896,3,89,92,Evening Rush Hour
321,2011-01-14,Spring,2011,1,20,0,5,1,Clear/Partly Cloudy,0.18,0.2424,0.59,0.0,0,68,68,Non-Rush Hour
322,2011-01-14,Spring,2011,1,21,0,5,1,Clear/Partly Cloudy,0.16,0.2273,0.69,0.0,4,48,52,Non-Rush Hour
323,2011-01-14,Spring,2011,1,22,0,5,1,Misty/Cloudy,0.16,0.2273,0.69,0.0,2,34,36,Non-Rush Hour
324,2011-01-14,Spring,2011,1,23,0,5,1,Misty/Cloudy,0.18,0.2424,0.55,0.0,1,26,27,Non-Rush Hour
325,2011-01-15,Spring,2011,1,0,0,6,0,Clear/Partly Cloudy,0.18,0.2424,0.55,0.0,3,25,28,Non-Rush Hour
326,2011-01-15,Spring,2011,1,1,0,6,0,Misty/Cloudy,0.16,0.197,0.59,0.0896,2,18,20,Non-Rush Hour
327,2011-01-15,Spring,2011,1,2,0,6,0,Misty/Cloudy,0.16,0.197,0.59,0.0896,0,12,12,Non-Rush Hour
328,2011-01-15,Spring,2011,1,3,0,6,0,Misty/Cloudy,0.16,0.2273,0.59,0.0,1,7,8,Non-Rush Hour
329,2011-01-15,Spring,2011,1,4,0,6,0,Misty/Cloudy,0.16,0.2273,0.59,0.0,0,5,5,Non-Rush Hour
330,2011-01-15,Spring,2011,1,5,0,6,0,Clear/Partly Cloudy,0.16,0.2273,0.59,0.0,0,1,1,Non-Rush Hour
331,2011-01-15,Spring,2011,1,6,0,6,0,Clear/Partly Cloudy,0.14,0.1667,0.63,0.1045,1,2,3,Morning Rush Hour
332,2011-01-15,Spring,2011,1,7,0,6,0,Clear/Partly Cloudy,0.14,0.2121,0.63,0.0,1,9,10,Morning Rush Hour
333,2011-01-15,Spring,2011,1,8,0,6,0,Clear/Partly Cloudy,0.14,0.1515,0.63,0.1343,1,22,23,Morning Rush Hour
334,2011-01-15,Spring,2011,1,9,0,6,0,Clear/Partly Cloudy,0.16,0.1818,0.64,0.1343,2,31,33,Morning Rush Hour
335,2011-01-15,Spring,2011,1,10,0,6,0,Clear/Partly Cloudy,0.18,0.197,0.59,0.1642,2,57,59,Non-Rush Hour
336,2011-01-15,Spring,2011,1,11,0,6,0,Clear/Partly Cloudy,0.2,0.197,0.55,0.2239,18,54,72,Non-Rush Hour
337,2011-01-15,Spring,2011,1,12,0,6,0,Clear/Partly Cloudy,0.24,0.2273,0.48,0.2239,15,74,89,Non-Rush Hour
338,2011-01-15,Spring,2011,1,13,0,6,0,Clear/Partly Cloudy,0.28,0.2576,0.38,0.2985,21,80,101,Non-Rush Hour
339,2011-01-15,Spring,2011,1,14,0,6,0,Clear/Partly Cloudy,0.3,0.2879,0.39,0.2836,26,92,118,Non-Rush Hour
340,2011-01-15,Spring,2011,1,15,0,6,0,Misty/Cloudy,0.32,0.3182,0.36,0.194,21,108,129,Non-Rush Hour
341,2011-01-15,Spring,2011,1,16,0,6,0,Misty/Cloudy,0.34,0.3333,0.34,0.194,33,95,128,Evening Rush Hour
342,2011-01-15,Spring,2011,1,17,0,6,0,Misty/Cloudy,0.32,0.303,0.36,0.2836,29,54,83,Evening Rush Hour
343,2011-01-15,Spring,2011,1,18,0,6,0,Misty/Cloudy,0.3,0.2879,0.45,0.2537,15,69,84,Evening Rush Hour
344,2011-01-15,Spring,2011,1,19,0,6,0,Misty/Cloudy,0.32,0.303,0.39,0.2537,14,60,74,Evening Rush Hour
345,2011-01-15,Spring,2011,1,20,0,6,0,Misty/Cloudy,0.32,0.303,0.39,0.2537,6,35,41,Non-Rush Hour
346,2011-01-15,Spring,2011,1,21,0,6,0,Misty/Cloudy,0.32,0.303,0.39,0.2239,6,51,57,Non-Rush Hour
347,2011-01-15,Spring,2011,1,22,0,6,0,Misty/Cloudy,0.3,0.3182,0.42,0.1045,0,26,26,Non-Rush Hour
348,2011-01-15,Spring,2011,1,23,0,6,0,Clear/Partly Cloudy,0.3,0.2879,0.45,0.2836,5,39,44,Non-Rush Hour
349,2011-01-16,Spring,2011,1,0,0,0,0,Clear/Partly Cloudy,0.26,0.303,0.56,0.0,6,33,39,Non-Rush Hour
350,2011-01-16,Spring,2011,1,1,0,0,0,Clear/Partly Cloudy,0.26,0.2727,0.56,0.1343,4,19,23,Non-Rush Hour
351,2011-01-16,Spring,2011,1,2,0,0,0,Clear/Partly Cloudy,0.26,0.2879,0.56,0.0896,3,13,16,Non-Rush Hour
352,2011-01-16,Spring,2011,1,3,0,0,0,Clear/Partly Cloudy,0.22,0.2727,0.69,0.0,9,6,15,Non-Rush Hour
353,2011-01-16,Spring,2011,1,4,0,0,0,Clear/Partly Cloudy,0.26,0.2576,0.56,0.1642,0,1,1,Non-Rush Hour
354,2011-01-16,Spring,2011,1,5,0,0,0,Misty/Cloudy,0.26,0.2576,0.56,0.1642,1,1,2,Non-Rush Hour
355,2011-01-16,Spring,2011,1,6,0,0,0,Misty/Cloudy,0.26,0.2576,0.56,0.1642,0,1,1,Morning Rush Hour
356,2011-01-16,Spring,2011,1,7,0,0,0,Misty/Cloudy,0.24,0.2121,0.56,0.2985,0,3,3,Morning Rush Hour
357,2011-01-16,Spring,2011,1,8,0,0,0,Clear/Partly Cloudy,0.22,0.2121,0.55,0.2836,0,18,18,Morning Rush Hour
358,2011-01-16,Spring,2011,1,9,0,0,0,Clear/Partly Cloudy,0.22,0.2121,0.51,0.2537,3,29,32,Morning Rush Hour
359,2011-01-16,Spring,2011,1,10,0,0,0,Clear/Partly Cloudy,0.22,0.2121,0.51,0.2836,8,71,79,Non-Rush Hour
360,2011-01-16,Spring,2011,1,11,0,0,0,Clear/Partly Cloudy,0.24,0.2273,0.44,0.2537,23,70,93,Non-Rush Hour
361,2011-01-16,Spring,2011,1,12,0,0,0,Clear/Partly Cloudy,0.24,0.2121,0.41,0.2836,29,75,104,Non-Rush Hour
362,2011-01-16,Spring,2011,1,13,0,0,0,Clear/Partly Cloudy,0.26,0.2273,0.35,0.2985,23,95,118,Non-Rush Hour
363,2011-01-16,Spring,2011,1,14,0,0,0,Clear/Partly Cloudy,0.28,0.2727,0.36,0.2537,22,69,91,Non-Rush Hour
364,2011-01-16,Spring,2011,1,15,0,0,0,Clear/Partly Cloudy,0.26,0.2424,0.38,0.2537,35,78,113,Non-Rush Hour
365,2011-01-16,Spring,2011,1,16,0,0,0,Clear/Partly Cloudy,0.24,0.2273,0.38,0.2239,22,77,99,Evening Rush Hour
366,2011-01-16,Spring,2011,1,17,0,0,0,Clear/Partly Cloudy,0.22,0.2121,0.37,0.2537,23,82,105,Evening Rush Hour
367,2011-01-16,Spring,2011,1,18,0,0,0,Clear/Partly Cloudy,0.2,0.2121,0.4,0.1642,11,56,67,Evening Rush Hour
368,2011-01-16,Spring,2011,1,19,0,0,0,Clear/Partly Cloudy,0.18,0.197,0.47,0.1343,14,47,61,Evening Rush Hour
369,2011-01-16,Spring,2011,1,20,0,0,0,Clear/Partly Cloudy,0.18,0.197,0.47,0.1642,7,50,57,Non-Rush Hour
370,2011-01-16,Spring,2011,1,21,0,0,0,Clear/Partly Cloudy,0.18,0.197,0.51,0.1642,6,22,28,Non-Rush Hour
371,2011-01-16,Spring,2011,1,22,0,0,0,Misty/Cloudy,0.2,0.2121,0.49,0.1343,2,19,21,Non-Rush Hour
372,2011-01-16,Spring,2011,1,23,0,0,0,Misty/Cloudy,0.2,0.2273,0.4,0.1045,0,18,18,Non-Rush Hour
373,2011-01-17,Spring,2011,1,0,1,1,0,Misty/Cloudy,0.2,0.197,0.47,0.2239,1,16,17,Non-Rush Hour
374,2011-01-17,Spring,2011,1,1,1,1,0,Misty/Cloudy,0.2,0.197,0.44,0.194,1,15,16,Non-Rush Hour
375,2011-01-17,Spring,2011,1,2,1,1,0,Misty/Cloudy,0.18,0.1667,0.43,0.2537,0,8,8,Non-Rush Hour
376,2011-01-17,Spring,2011,1,3,1,1,0,Misty/Cloudy,0.18,0.1818,0.43,0.194,0,2,2,Non-Rush Hour
377,2011-01-17,Spring,2011,1,4,1,1,0,Misty/Cloudy,0.18,0.197,0.43,0.1343,1,2,3,Non-Rush Hour
378,2011-01-17,Spring,2011,1,5,1,1,0,Misty/Cloudy,0.18,0.197,0.43,0.1642,0,1,1,Non-Rush Hour
379,2011-01-17,Spring,2011,1,6,1,1,0,Misty/Cloudy,0.18,0.1818,0.43,0.194,0,5,5,Morning Rush Hour
380,2011-01-17,Spring,2011,1,7,1,1,0,Misty/Cloudy,0.16,0.1818,0.5,0.1343,4,9,13,Morning Rush Hour
381,2011-01-17,Spring,2011,1,8,1,1,0,Misty/Cloudy,0.16,0.1515,0.47,0.2239,3,30,33,Morning Rush Hour
382,2011-01-17,Spring,2011,1,9,1,1,0,Misty/Cloudy,0.16,0.1515,0.47,0.2239,8,39,47,Morning Rush Hour
383,2011-01-17,Spring,2011,1,10,1,1,0,Misty/Cloudy,0.16,0.1515,0.5,0.2537,7,50,57,Non-Rush Hour
384,2011-01-17,Spring,2011,1,11,1,1,0,Misty/Cloudy,0.16,0.1515,0.55,0.194,9,55,64,Non-Rush Hour
385,2011-01-17,Spring,2011,1,12,1,1,0,Misty/Cloudy,0.18,0.197,0.47,0.1343,10,70,80,Non-Rush Hour
386,2011-01-17,Spring,2011,1,13,1,1,0,Misty/Cloudy,0.18,0.197,0.47,0.1343,13,80,93,Non-Rush Hour
387,2011-01-17,Spring,2011,1,14,1,1,0,Misty/Cloudy,0.18,0.2121,0.43,0.1045,12,74,86,Non-Rush Hour
